tanggal,Inv_No_Buffer,Inv_Buffer_8,Inv_Buffer_10,Hyb_No_Buffer,Hyb_Buffer_8,IHSG
2025-03-05,1151147722.2260542,1317527340.7770052,1219284503.5086384,1045873899.961121,1039897001.8431561,991670410.5522714
2025-03-06,1166270175.4986157,1334789801.2863529,1239108463.9196098,1059626809.8035805,1059074635.4548997,1004795954.5277293
2025-03-07,1155942749.2265987,1316100633.045241,1231599330.9679492,1050238668.6124583,1043338073.6863523,1007552121.5598881
2025-03-10,1131750246.9723701,1290357203.5418625,1208897829.8237808,1028253730.9998775,1024320223.7228053,1001814709.5411999
2025-03-11,1133250808.019704,1294190869.620639,1208540452.526406,1029620875.2435136,1026094313.4583044,993864549.9256413
2025-03-12,1148154878.300699,1313487320.1420603,1227786103.4321182,1043153749.7315171,1039177363.4091002,1011962048.1204213
2025-03-13,1133062978.9028049,1289919324.5803454,1215323257.2829237,1029440237.7305772,1026470828.4233989,1009285577.6630148
2025-03-14,1118386404.4834776,1275622445.6894019,1195112404.6172504,1016102535.396462,1010613682.5413388,989276325.4467087
2025-03-17,1115369510.4780064,1283794303.2632098,1196348238.434348,1013360524.0546739,1014810751.1244401,982643717.018592
2025-03-18,1094907668.8277266,1258203766.7752655,1171781445.3212094,994763000.1426862,994398490.1158303,944904757.0329448
2025-03-19,1102349588.6816528,1270007158.2447379,1176518177.1454077,1001525190.4503065,996551466.5115217,958307200.2704495
2025-03-20,1095190524.8292522,1263671544.3216333,1169989845.3729515,995025025.313337,989861635.8009857,968937463.0244962
2025-03-21,1070806669.7525969,1257170635.9392185,1151222662.194954,972876064.4251325,978943633.4895633,950187120.143884
2025-03-24,1063333396.3159591,1245276225.3555262,1137999000.397456,966080395.1477535,965243084.4228412,935465346.4465708
2025-03-25,1085827441.900133,1273640196.474371,1159875677.9550774,986523290.2027416,984356435.8867799,946761798.4291991
2025-03-26,1146010399.347082,1335526388.078086,1218151055.2591505,1041206266.665693,1032298460.8460933,982705843.2787246
2025-03-27,1151338498.6623561,1345731563.1814022,1218385814.3087606,1046053854.2994394,1037776248.6255544,988515538.2373046
2025-04-08,1049579858.7476492,1213288894.572703,1111124565.576196,953586578.9186859,946042522.8908465,910401700.3912917
2025-04-09,1079403362.024249,1234639476.9456587,1125440782.0743244,971924982.7714757,978331676.4053732,906126998.5306176
2025-04-10,1121331446.3129306,1285295798.0784795,1181359613.292947,1023356581.4327829,1015529513.9404569,949556219.8172392
2025-04-11,1134226981.7731164,1290321263.9886215,1191819949.2898731,1039384155.2236259,1029578659.4603904,950801562.2011379
2025-04-14,1176839511.4163382,1333195370.6438785,1235523791.340263,1077348380.8993888,1070993028.0235443,966939859.1112832
2025-04-15,1186939224.9035275,1332192989.6972737,1242633378.8742847,1073873654.818066,1066292866.0223346,978048746.1319361
2025-04-16,1169036901.0687099,1316786569.1613069,1210790294.337432,1060466371.0025854,1062883011.1072308,971728177.5951059
2025-04-17,1170314878.2308283,1320965944.379544,1211605135.865613,1048785823.0718793,1053536372.9289008,977530384.7824767
2025-04-21,1172195936.8858285,1332089317.9867141,1216765281.994907,1054634577.8788635,1059074343.7779146,978699144.3182645
2025-04-22,1174085108.676233,1335850269.4794784,1221420852.030692,1058404493.6055216,1056911739.2089909,992713064.159079
2025-04-23,1208678099.8461614,1369451903.5671282,1249503592.8061597,1097092710.7712882,1097239869.9831343,1007305692.3371189
2025-04-24,1215017674.4139564,1364187370.2182693,1254649923.2412314,1088950242.841172,1093272271.3354487,1004132582.4803947
2025-04-25,1211833501.947711,1367055096.7028883,1261894117.0815449,1086920816.5617268,1091632918.9368029,1014067965.238949
2025-04-28,1207393279.6878266,1370086427.9297261,1261594468.3974185,1092070688.1206312,1093131461.084761,1020756250.0648694
2025-04-29,1205927759.1920905,1368441850.6507792,1258386234.79728,1088798430.646841,1090545759.2361403,1024720468.8975778
2025-04-30,1205909109.2179258,1371630469.7733865,1260797395.3881545,1103634717.0589616,1113800017.7174816,1027410876.9885223
2025-05-02,1207150405.311112,1382928243.3150551,1258460392.921914,1097439217.2332652,1112280374.1707573,1034840747.7095577
2025-05-05,1194761265.535496,1385963249.5305276,1264183024.9647245,1096143327.07362,1106169967.9810865,1037303779.6193248
2025-05-06,1188570066.1728847,1381099211.904486,1263311862.6315916,1091811307.6245654,1101798454.7439873,1047361783.8984748
2025-05-07,1204653289.0883164,1381114765.7575874,1264619768.2491996,1103173181.4441273,1113263909.4842265,1051617358.5812083
2025-05-08,1192443376.9864433,1357938223.8897104,1255403266.91322,1089535957.830237,1099502290.0573416,1036665762.2032138
2025-05-09,1195632076.9056587,1355732969.391353,1246020346.879079,1090899730.432889,1100878510.4774153,1037432999.2749466
2025-05-14,1225443798.8318806,1398701370.9403086,1285914997.4811077,1123280607.985522,1133554897.4206078,1059763831.247878
2025-05-15,1237383839.1586964,1426127094.0146701,1301593333.215117,1145705072.388802,1156184025.2876124,1068916408.3014919
2025-05-16,1257953020.7782226,1449849143.8522794,1316247620.2034056,1167828442.5994644,1178509232.9539208,1078992650.122399
2025-05-19,1261193277.1348324,1464432298.5142171,1319150713.2237618,1166445264.9688907,1177113337.0567458,1084240688.1039333
2025-05-20,1239626072.7101302,1439318998.8741693,1299304920.180968,1143210272.169941,1153666391.591716,1077182240.4894185
2025-05-21,1256528788.593403,1455601123.3761778,1314981688.1077197,1158211940.0900245,1168804791.0788865,1084448714.6981244
2025-05-22,1257952813.5926118,1456090498.9846132,1310059999.7912989,1152300277.0049112,1162839235.7930455,1088171619.7161171
2025-05-23,1261159846.5095022,1453524940.9151595,1318841388.9234931,1158046888.6040764,1168638116.8350942,1095335340.9456537
2025-05-26,1263956109.4062634,1463617750.513155,1322006814.1701741,1156914448.5853906,1167495357.0916328,1091416567.6946414
2025-05-27,1268270541.7571344,1464994979.3997154,1322627329.8755033,1156209385.7749698,1166783908.6521838,1093028069.5043097
2025-05-28,1279587555.0040145,1472142205.6017878,1325117257.1438444,1162744016.9614692,1173377935.4893045,1089513487.6259022
2025-06-02,1256483244.3804507,1436177555.3374133,1293683844.361477,1131706397.7788837,1142057137.078062,1072698177.5802786
2025-06-03,1247647000.2283084,1425432880.2739668,1283622013.2957501,1135093651.8591764,1136052214.7591894,1069624039.7489448
2025-06-04,1239465111.774573,1416094038.9719589,1275204695.178609,1130149640.1802156,1138664502.9405057,1073300683.6854069
2025-06-05,1250863693.1175845,1429116107.1833537,1286932793.866552,1139831541.4413586,1145203284.357427,1080040122.5918663
2025-06-10,1271574527.6210613,1452793114.7558522,1308250825.5669382,1164087980.8356352,1159752822.527894,1097853011.3443441
2025-06-11,1282634650.7287264,1465436648.99967,1319620765.2159243,1174859347.1822517,1169425783.2213726,1096594472.6903934
2025-06-12,1276766084.8541627,1458729956.213038,1313582622.478692,1168772298.0895889,1157780871.0296228,1093848462.3379936
2025-06-13,1276118846.2897635,1457979306.1425242,1312914456.0702696,1166309856.3000674,1163738198.9315953,1088032539.9261305
2025-06-16,1271708212.1345532,1452944232.3905106,1308378270.7123625,1162480220.1991954,1156768315.755906,1080672653.9181802
2025-06-17,1265570891.1094167,1445936976.8766444,1302061193.8498166,1157409097.0662527,1148616885.7488925,1086481904.0586686
2025-06-18,1260813686.6778293,1440505748.5441067,1297166047.3099997,1151499332.2914748,1141160733.0090566,1079184440.8562453
2025-06-19,1230890819.777153,1406316843.8664265,1266380783.7500072,1123848405.1755457,1118830590.8868558,1058057138.3665984
2025-06-20,1220718740.1250932,1394688938.6821117,1255915109.51151,1108919015.473669,1114047196.1834354,1048719368.7141645
2025-06-23,1201973738.3575363,1373275446.8501337,1236635467.9187412,1098345811.7218356,1098661572.823363,1030499916.2259262
2025-06-24,1217932179.7409453,1391507114.9492283,1253058780.8400383,1106676788.1022286,1112347105.2915561,1042954748.6555374
2025-06-25,1211232149.493402,1383849219.1300206,1246153415.9732857,1092947203.9006474,1107181439.2821765,1037332766.93163
2025-06-26,1226725546.9085512,1401572459.488487,1262102463.5291924,1110719079.384489,1113225222.2444694,1047240793.3775483
2025-06-30,1233205429.9689126,1408969464.4251208,1268752219.3126593,1123203550.1438246,1115019446.6894026,1051838136.6273596
2025-07-01,1221157125.6830819,1395207768.1361678,1256347847.2622612,1110533542.5996754,1103498980.7545314,1049967676.5520074
2025-07-02,1231162431.5553417,1406639295.8650317,1268921837.0554357,1107408304.639653,1107610641.4270082,1044787992.2838889
2025-07-03,1235181966.745064,1411231732.2821894,1269176555.8874526,1107416835.5118628,1107409676.7154653,1044302992.2913026
2025-07-04,1232973030.3924932,1408707947.7136948,1265349328.0389085,1106977722.2996707,1103472550.2251976,1042350611.5507398
2025-07-07,1238250970.3940258,1414738154.181003,1273889164.6327176,1111450335.293014,1109133716.9295905,1047777095.7233707
2025-07-08,1230608726.2899234,1406006651.6816907,1266539883.9641423,1110063248.8677626,1104212297.5039713,1048302425.8895992
2025-07-09,1243241788.7755995,1420440303.7408342,1280580279.3495584,1120219377.4780755,1116357903.2185068,1054304282.2637683
2025-07-10,1249148820.9476364,1427189270.6664762,1287696124.6193836,1144307281.1052928,1129606418.9768333,1063634193.4632499
2025-07-11,1259795883.9264264,1439353863.4499283,1306422192.4484253,1162231976.6547837,1142800708.273326,1070021262.3047806
2025-07-14,1258653430.6746225,1438048572.3392274,1293080074.6312184,1153084237.7884014,1138418309.6584976,1077569232.2291467
2025-07-15,1251488131.4187553,1429861994.8245647,1288551565.4435134,1149994879.592276,1132807663.1379344,1084147053.8956428
2025-07-16,1253995681.2121048,1432726943.812193,1289838536.8355358,1154730251.9935493,1137385027.879004,1091973035.1272848
2025-07-17,1266215190.814128,1446688108.4899616,1303194117.9974632,1163703926.7334628,1146491187.5526168,1106397447.9303358
2025-07-18,1271625268.1946483,1452869296.7298987,1300479078.8693752,1162991071.8903885,1143809361.6460862,1110177141.3913615
2025-07-21,1281934632.8721511,1464648054.7767146,1308762182.0503798,1176932467.5115569,1159781229.6121376,1123276663.5084584
2025-07-22,1277507125.526074,1459589495.0518262,1307052171.3542008,1184371113.0560837,1168786251.0152946,1115160364.3356717
2025-07-23,1307489552.159698,1493845301.738594,1338175657.7314787,1205573390.6455462,1201730796.328029,1134062464.3218822
2025-07-24,1316967354.7172635,1504673970.508992,1351815004.4244373,1212071658.8809903,1202827809.0086339,1143426181.6963286
2025-07-25,1306683013.9896193,1492923804.9985542,1338639747.84354,1202381291.470984,1189081459.2354505,1145339418.444827
2025-07-28,1319420149.2996073,1507476360.5100982,1351492748.1007729,1206923350.560753,1201070102.2212572,1156159692.6603534
2025-07-29,1321536172.2898161,1509893983.0482142,1351082169.1181707,1205492556.3871567,1199649794.5400362,1156636315.245547
2025-07-30,1327750170.2682838,1516993658.7900486,1354372854.3896255,1201537796.394205,1204209837.6938543,1146308899.4755595
2025-07-31,1328653563.5607255,1518025823.6590374,1348054687.3906527,1193942566.5228307,1197668004.9390645,1136356168.8114314
2025-08-01,1327428238.048336,1516625864.0836,1349382039.163926,1201032846.4841998,1199706045.2865314,1144468687.030439
2025-08-04,1333562087.7962923,1529018367.086483,1363131797.9567375,1181307489.6270635,1187212655.0523193,1133366324.0084636
2025-08-05,1336312819.5308573,1523463292.3475816,1367625465.9514623,1191485050.2603488,1197437105.971893,1141039880.9073696
2025-08-06,1330376063.329694,1515881592.718621,1346971251.060801,1171448399.9892745,1177296373.3007226,1139303681.7593446
2025-08-07,1332898440.8903089,1515962736.5543783,1345849272.4745212,1174731264.5757904,1180600011.8928902,1137243803.3133018
2025-08-08,1328406297.9427752,1510461334.6310291,1341191827.2074258,1165364361.489275,1171186187.3210497,1143803165.0289948
2025-08-11,1326883189.4113932,1510550148.1847672,1346775477.4114165,1176152839.618459,1182022487.3299904,1154817009.2507336
2025-08-12,1342757101.0908165,1535651143.936256,1378798304.5032482,1188417282.4715593,1194351908.9263332,1183022998.578065
2025-08-13,1347099261.6759531,1561925708.0692272,1399812684.5327919,1193173686.1020305,1199147644.6771886,1198390499.8717442
2025-08-14,1344512086.0968175,1566517730.1889133,1406067386.1618965,1202121027.216208,1208129146.7358851,1204211685.9643583
2025-08-15,1334732253.5224152,1543950165.5573595,1386806231.5164528,1197148009.8342886,1203126156.0605664,1199220085.6126554
2025-08-19,1352136536.5862732,1560981434.3767095,1397310830.988876,1208468141.9702983,1214545519.0392585,1193841345.2485273
2025-08-20,1374632699.5954554,1573555207.0260515,1413267972.5206096,1219976893.6007998,1226107294.0491548,1206120845.2136834
2025-08-21,1396703070.8370366,1605237643.3550358,1432623954.9771159,1238358250.6294396,1244582753.4235523,1198057034.5757103
2025-08-22,1396898304.7818313,1605094830.6251554,1432739328.427641,1234468885.5196831,1240682530.5901008,1193219118.8746696
2025-08-25,1392008573.457615,1602736109.8190765,1434221135.0823033,1228659970.2557974,1234851560.0086699,1203552169.0071514
2025-08-26,1376222540.9016042,1582859602.5826817,1416050873.3148215,1221653207.9253297,1227800746.870926,1200340878.9308946
2025-08-27,1355493486.7018852,1556537410.533683,1393352436.8243904,1207683589.002062,1213754997.6126134,1204959425.1764076
2025-08-28,1362299148.1818514,1567360464.2792456,1392804353.3139255,1207946217.0592113,1214025897.1515071,1207375380.5048094
2025-08-29,1347522872.775319,1547969063.7852786,1373983948.1443584,1184902553.5231833,1190869004.83463,1188913502.1566265
2025-09-01,1329163423.2324877,1533609875.1656988,1360989358.6703243,1183820133.2923768,1189776890.005461,1174576496.1085832
2025-09-02,1344080188.7595189,1552872627.5553963,1370013803.4613397,1176905251.1578982,1182821911.7978644,1184524333.7737033
2025-09-03,1360886965.603479,1572290832.3669462,1380682842.3234596,1187619796.6657088,1193590327.5705938,1197320341.6796036
2025-09-04,1360588205.8683448,1571953591.6098356,1382323392.5513651,1184278173.2953618,1190231903.2882445,1194509239.613127
2025-09-08,1344959656.691135,1553892239.220964,1362346859.9273043,1170837804.766411,1176723959.6845756,1179250348.0701568
2025-09-09,1348500156.655374,1557973415.3026228,1355449393.5701063,1167557952.5253453,1173427617.1025064,1158260568.5071757
2025-09-10,1344157180.990301,1552977149.9112906,1358633491.9739113,1170980623.519402,1176867496.4973345,1168949769.658365
2025-09-11,1369993723.9677997,1582802515.684085,1383346569.3178437,1199816651.543206,1205848505.422822,1176374006.0169063
2025-09-12,1390538231.7766988,1606533582.3867319,1399575115.5978544,1217545474.4527674,1223666464.767162,1192491693.0221386
2025-09-15,1388949985.5293064,1604730498.2313733,1402470079.7723775,1217181039.7472577,1223300197.7679617,1205102508.3292189
2025-09-16,1391596590.5905502,1607794904.2829223,1406157363.958012,1222262804.9802818,1228407512.94514,1208226836.4685597
2025-09-17,1408025639.6044545,1626776865.45184,1422298115.984425,1239833262.1396544,1246066310.3128054,1218472924.6641254
2025-09-18,1381553679.4908733,1596186441.0151408,1389305237.2906966,1217741158.1302814,1223863132.2970982,1215930344.452303
2025-09-19,1383750761.8760145,1598719984.3202407,1392327407.9502807,1222335077.0511465,1228480148.383317,1222411269.91117
2025-09-22,1374845870.771593,1588433639.1600425,1388713337.0009313,1212015666.2716577,1218108853.9852376,1220729116.1612792
2025-09-23,1386597631.30026,1602000075.8925514,1400088973.2956564,1221132520.840575,1227271545.9973292,1233659384.9945066
2025-09-24,1376702667.756979,1590566380.2313278,1389624439.7236009,1214885706.4540758,1220993324.068097,1233865409.9072852
2025-09-25,1366566099.6433737,1578851701.4035914,1378329182.5697234,1200906924.9134533,1206944260.4362476,1220824158.9601934
2025-09-26,1365814139.0777807,1577981300.2998776,1381840489.6877716,1199182699.5760338,1205211366.0912962,1229731789.5180101
2025-09-29,1361589966.5452685,1573096887.8269649,1378709629.6452212,1194027004.7503662,1200029749.620525,1233362394.7819874
2025-09-30,1353140531.1665723,1563334605.0872784,1370884526.1435423,1182672928.123918,1188618587.3141165,1223921056.6505497
2025-10-01,1334073333.1593492,1541313606.7609854,1353428207.7012835,1163469192.2314675,1169318299.4644032,1221303450.453937
2025-10-02,1340618570.5652943,1543916205.5779517,1355627339.8937867,1167933951.8361084,1173805511.3669207,1225442260.3876145
2025-10-03,1339968475.83039,1539481797.3850808,1354964296.8159401,1173455279.4024868,1179354596.3260741,1232611690.1159937
2025-10-06,1329763634.4459555,1534121994.1413631,1344643098.9953477,1165947856.8618596,1171809431.6795485,1235890221.860437
2025-10-07,1319267407.2515874,1521066696.432584,1334036765.6408532,1150806356.1990957,1156591810.076984,1240352043.8649948
2025-10-08,1347093715.9230747,1525709720.336735,1362159543.7348151,1143339878.8766785,1149087796.495501,1239858295.783273
2025-10-09,1354730407.7459228,1562090400.0812507,1369895209.239098,1162000733.1209118,1167842464.5442529,1252750236.1242704
2025-10-10,1348146891.6542976,1550807544.9927466,1363224195.6925468,1150248513.897302,1156031163.3339317,1253801044.7294247
2025-10-13,1340654084.3869536,1540297346.6089482,1355647937.2862418,1144705425.520055,1150460208.1602025,1249146319.9457917
2025-10-14,1324409748.9328356,1523351396.1386232,1339211407.7514687,1130545440.1489723,1136229036.2218027,1224750049.3006718
2025-10-15,1330596323.7164934,1526814963.3315628,1345460470.1201777,1146481577.6456618,1152245289.548122,1222419869.7276084
2025-10-16,1319863024.135054,1517164914.1260972,1334615459.525342,1151376393.2784133,1157164712.90237,1233591920.9172742
2025-10-17,1311386544.1337337,1511036533.9835365,1326042476.8197393,1159495751.2644315,1165324889.3714216,1201843845.1262023
2025-10-20,1349881740.688549,1561072106.6610093,1364983483.2932892,1184312304.079815,1190266202.5673776,1228159579.9731035
2025-10-21,1407666327.903182,1610433512.4758694,1423399805.0095544,1232850538.79987,1239048453.8137944,1250798522.610845
2025-10-22,1397663141.4712093,1597939306.319011,1413285826.7113295,1211613890.9814067,1217705042.8837395,1237812280.8344195
2025-10-23,1436279494.4606776,1657302706.6246781,1452332078.2873774,1239811158.5981438,1246044066.7752545,1256305074.0399714
2025-10-24,1442762332.776297,1662026768.1263468,1458898934.515756,1240972471.1837401,1247211217.6284585,1255905775.6663747
2025-10-27,1454497459.9870744,1666403144.4829884,1470751819.6425364,1255608218.3835988,1261920543.1940165,1232437099.0150247
2025-10-28,1447331523.7759142,1659039136.5449052,1463513092.9782095,1243036465.657343,1249285588.4390311,1228713897.4516373
2025-10-29,1477188841.0012615,1670611516.5817409,1493709668.203195,1248951053.2135513,1255229910.4224474,1239887950.3227155
2025-10-30,1484253887.9752536,1675115274.7437086,1500868572.2956767,1240926660.294797,1247165176.4314718,1242596595.9554174
2025-10-31,1443669541.8393168,1642883323.3932335,1459835621.414044,1220565525.4186468,1226701679.920358,1239531280.349568
2025-11-03,1480580806.979103,1678213729.496487,1497151239.5476542,1241899454.2555673,1248142860.9308915,1256416278.5628817
2025-11-04,1481020231.6272988,1684841239.9424195,1500324262.2446053,1242051952.3761437,1248296125.6872523,1251379603.311226
2025-11-05,1472039731.0537105,1679998056.2525043,1499576561.7929041,1238027132.3801053,1244251071.6957204,1263012189.4984381
2025-11-06,1482082519.4688451,1684839956.63626,1505149976.9364386,1239369590.4327888,1245600278.6937542,1265825812.2007673
2025-11-07,1496818992.4107935,1697285202.5207782,1514200615.5025728,1251924169.1909025,1258217973.1415763,1274561001.6117244
2025-11-10,1495482549.5036144,1691763427.8969393,1516631643.6899602,1248033944.4305637,1254308191.0369759,1274052426.260281
2025-11-11,1510785601.7343078,1707426865.4806914,1524831062.1215358,1260638506.901498,1266976120.4809604,1270298309.8395245
2025-11-12,1519398681.0046258,1720205241.1752238,1535992463.8822646,1270119942.1437159,1276505221.7848034,1273646455.6153095
2025-11-13,1499657030.0435972,1699620245.085047,1517321910.9176376,1257086900.590231,1263406659.1634684,1271131009.3070774
2025-11-14,1493901840.3973343,1705211964.8192759,1516271736.8494806,1257011874.7795165,1263331256.17516,1270893624.718838
2025-11-17,1509246821.6220973,1722354956.6153855,1532787710.5366318,1266141461.743865,1272506740.352717,1277945622.471024
2025-11-18,1492746417.6478322,1706684404.2552876,1517581659.8040686,1252737188.447122,1259035079.693122,1269601576.4353168
2025-11-19,1504207493.0092862,1716981501.5181808,1529548112.9306567,1258111203.1189952,1264436111.172891,1276381048.9700239
2025-11-20,1498965773.167127,1719886848.5689197,1529822215.1514244,1257253189.3251421,1263573783.882468,1278406454.0139644
2025-11-21,1476360690.676138,1700921524.0360503,1512592707.9798932,1244266308.9018795,1250521614.4574115,1277561447.912543
2025-11-24,1502886426.9833364,1740682589.993019,1546216507.1190622,1276802253.1660483,1283221126.8190937,1301232294.386544
2025-11-25,1494983388.1064734,1729931617.590214,1533572033.487847,1266095453.2305481,1272460500.5405912,1293888347.6935441
2025-11-26,1514676725.6852665,1754070226.1284444,1550149447.4535775,1289834436.2683928,1296318826.6735966,1306072063.4963
2025-11-27,1498138545.0292912,1729819214.5917275,1525701461.9301434,1278691092.3444648,1285119461.7671323,1297529332.0463264
2025-11-28,1498558269.1421075,1728230122.9155731,1513384309.6506228,1278222365.143243,1284648378.1315615,1291887407.6446438
2025-12-01,1514939601.587186,1747245092.9328997,1520935723.0601842,1290809145.4055755,1297298435.9703672,1297973112.2290874
2025-12-02,1519834216.0387385,1750614677.8219433,1533160673.15655,1260784944.3817234,1280654296.8737264,1308336335.855452
2025-12-03,1517938419.9420638,1762947556.6046727,1539125168.2114651,1263345060.6831944,1282835042.8441322,1307538332.1990473
2025-12-04,1551178263.089638,1798848566.93039,1566951348.6610289,1263173524.8380673,1289938706.6355624,1311851733.2336943
2025-12-05,1559716492.2387066,1800526626.717479,1573245881.6151938,1268663068.1285875,1292184328.509199,1310722784.9171083
2025-12-08,1536379074.3089051,1780453461.7194006,1569026200.436913,1262533058.013979,1287020150.0760312,1322555687.5182562
2025-12-09,1518263894.3917093,1760865336.0159605,1545259971.706429,1241279215.6948473,1266710318.7309256,1314430195.4382422
2025-12-10,1537831012.455381,1790314263.2558234,1562030257.36019,1258268588.6310258,1285553823.8934512,1321072070.9099348
2025-12-11,1502761762.5692534,1759752486.468041,1531998939.9050012,1234454607.5320024,1256877926.67144,1308858404.0223417
2025-12-12,1502303232.9898405,1750601799.0910058,1523237734.6464477,1233930987.9822369,1262353385.7256122,1314934322.6087692
2025-12-15,1500203214.1175883,1746356325.9158397,1528582783.2404363,1244746316.4155912,1264131607.845147,1313288940.4877877
2025-12-16,1502844631.8529935,1747565029.7985382,1527933640.1903696,1240719433.083157,1266905544.7116623,1318877338.445776
2025-12-17,1501588602.6262891,1756258153.7831125,1528326872.7671833,1246539860.7790716,1274275083.2507281,1317492026.6357074
2025-12-18,1515503626.8137686,1762975982.896671,1552221233.7619805,1254832887.5258987,1274064445.8195634,1308511297.6381643
2025-12-19,1517906095.7007804,1775394504.7806726,1559815774.1407113,1247100201.8619127,1271079400.5310166,1307198787.7224276
2025-12-22,1526762991.1633544,1789148215.138844,1563736136.0058203,1260881054.2896926,1283147668.5860143,1312709194.2416816
2025-12-23,1516192860.2010043,1774704510.2941008,1556834091.1894374,1248601337.0517178,1272346821.1340241,1303438147.3029938
2025-12-24,1519549524.0181997,1780425141.8189483,1557728264.1719587,1249239210.6172335,1277989963.7074077,1296321650.92752
2025-12-29,1524382024.583672,1789044593.1215925,1572707554.1370823,1253178722.1526985,1283952324.9517827,1312468102.836012
2025-12-30,1520566563.2605135,1786394225.54383,1570558374.3624387,1252859256.7867212,1283045446.4319708,1312875407.9352584
